Age,Temp,CO2,CH4,GAST_2.5,GAST,GAST_97.5,Eccentricity,Obliquity,Precession
-538,"-7,1506",210,"459,44","-7,28","-4,34","-1,78","0,01419402272","24,00491272","133,3050278"
-537,"-6,7726","212,34","495,49","-6,85","-4,08","-1,67","0,01360571933","24,08678837","145,3772311"
-536,"-6,7789","209,35","485,36","-6,83","-4,15","-1,45","0,01309844096","24,15080908","157,409981"
-535,"-6,6441","205,8","451,76","-6,68","-3,87","-1,51","0,01271514882","24,19564802","169,1120602"
-534,"-7,2344","203,18","456,74","-6,48","-3,59","-1,09","0,01236524737","24,22044156","180,1828847"
-533,"-7,5485","199,49","431,01","-6,53","-3,58","-0,64","0,01218086228","24,22518876","191,1719706"
-532,"-7,3586","197,38","420,68","-6,21","-3,32","-0,8","0,01214381059","24,2095528","202,2727116"
-531,"-6,9868","193,93","437,81","-6,01","-3,34","-0,87","0,01212579535","24,17411626","212,8820363"
-530,"-5,5234","200,19","444,85","-5,67","-3,23","-0,76","0,0123372767","24,1199548","224,1205922"
-529,"-4,4748","212,28","456,12","-5,75","-3,13","-0,64","0,01262912919","24,04821272","235,309119"
-528,"-4,3505","220,57","518,77","-5,57","-2,94","-0,64","0,01300100594","23,96070546","247,0028002"
-527,"-4,5057","220,82","530,39","-5,6","-2,81","-0,56","0,01349111951","23,85987362","259,1093096"
-526,"-4,8943","222,52","539,71","-4,99","-2,69","-0,51","0,01409979186","23,74798097","271,4260387"
-525,"-4,4808","225,37","534,93","-5,23","-2,69","-0,37","0,01470288579","23,62810504","284,6396253"
-524,"-4,4967","229,18","519,64","-5,33","-2,92","-0,74","0,01542730212","23,50336527","297,8941566"
-523,"-4,5553","233,35","526,15","-5,64","-2,97","-0,84","0,01616965913","23,37683361","311,6965107"
-522,"-3,4127","236,13","532,37","-5,61","-3,12","-1,07","0,01694847195","23,25176376","326,0937288"
-521,"-3,8664","241,07","522,79","-5,56","-3,15","-0,97","0,01777308863","23,13131879","340,6313204"
-520,"-3,6271","242,64","516,25","-5,73","-3,25","-0,83","0,01856971512","23,01808445","355,5173583"
-519,"-3,3679","243,47","503,26","-5,76","-3,2","-0,98","0,01948478391","22,91486817","10,92870225"
-518,"-3,4769","246,67","511,64","-5,81","-3,26","-1,06","0,0202819115","22,8238659","26,3771638"
-517,"-4,2753","245,32","507,65","-5,57","-3,15","-0,94","0,02115255088","22,74678033","42,13137732"
-516,"-4,0113","245,95","479,09","-5,62","-3,06","-0,91","0,02206663823","22,68519222","58,12239227"
-515,"-4,9638","246,51","510,39","-5,93","-3,1","-0,79","0,02287604524","22,64016188","74,25327112"
-514,"-4,7834","242,09","494,69","-5,75","-3,19","-0,82","0,02371868559","22,61218545","90,56815418"
-513,"-5,556","239,21","486,91","-5,6","-2,99","-0,59","0,0246030719","22,6015389","106,8642854"
-512,"-5,6588","239,56","486,9","-5,23","-2,86","-0,74","0,0253553515","22,6080704","123,5022853"
-511,"-5,7822","237,33","501,35","-5,39","-2,65","-0,56","0,02618758507","22,63099154","140,0475675"
-510,"-5,6081","236,37","527,4","-4,96","-2,48","-0,15","0,02692128975","22,66947445","156,6804288"
-509,"-5,8893","235,61","554,06","-4,86","-2,34","0,14","0,02768183006","22,72204231","173,457707"
-508,"-4,784","238,24","580,55","-4,45","-2,25","0,06","0,02839610314","22,78690221","190,2601697"
-507,"-4,6351","238,17","588,82","-4,81","-2,29","0,21","0,02902841313","22,86212904","206,9723853"
-506,"-5,1153","235,81","580,51","-5,1","-2,37","-0,16","0,02974672594","22,94555174","223,8801228"
-505,"-4,9024","234,38","533,64","-5,28","-2,36","0,06","0,03031536786","23,03478047","240,6786451"
-504,"-4,4211","233,88","553,91","-4,75","-2,32",0,"0,03087777157","23,12763657","257,5516463"
-503,"-4,4151","232,1","515,1","-5,09","-2,44","-0,25","0,03145355908","23,22172624","274,3554906"
-502,"-4,2678","231,34","518,84","-4,85","-2,27","-0,27","0,03192559678","23,31492519","291,2473464"
-501,"-4,4227","230,36","514,81","-4,87","-2,35","-0,21","0,03236636632","23,40537354","308,1303448"
-500,"-4,2614","229,45","496,07","-5,08","-2,4","-0,3","0,03281171581","23,49141994","324,9320368"
-499,"-3,7614","230,64","502,68","-4,76","-2,4","-0,13","0,03316958612","23,57144714","341,8148989"
-498,"-3,8856","233,32","506,9","-4,78","-2,3","0,03","0,03352530535","23,6443645","358,7234327"
-497,"-3,9529","236,45","516,08","-4,62","-2,27","-0,18","0,033783005","23,70890344","15,49160209"
-496,"-3,6621","237,37","519,13","-4,62","-2,21","0,14","0,03407668251","23,76419433","32,40543507"
-495,"-3,78","238,48","502,09","-4,49","-2,01","0,21","0,03427742676","23,8093505","49,26266469"
-494,"-3,8422","238,61","515,49","-4,22","-1,88","0,56","0,03443450554","23,8437391","66,08903041"
-493,"-3,4955","239,5","500,21","-4,12",-2,"0,32","0,03455611772","23,86676287","82,99754628"
-492,"-3,3177","243,49","517,37","-4,64","-2,22","0,14","0,03468501754","23,87810934","99,79922185"
-491,"-2,9854","245,83","573,05","-4,6","-2,29","0,26","0,03466864144","23,8775723","116,8013219"
-490,"-2,3179","242,87","562,72","-5,25","-2,63","-0,14","0,03469364815","23,86519353","133,5985931"
-489,"-2,4737","252,77","606,66","-5,54","-2,84","-0,28","0,03467877795","23,84121141","150,5321402"
-488,"-2,4845","240,19","615,85","-5,85","-3,05","-0,81","0,03455393422","23,80619417","167,5544386"
-487,"-2,7516","232,77",583,"-6,03","-3,21","-0,76","0,03446324974","23,76080283","184,4251855"
-486,"-3,3564","232,91","574,37","-5,97","-3,29","-0,69","0,03427263356","23,70597367","201,4390925"
-485,"-3,4523","232,39","545,61","-5,88","-3,36","-0,99","0,03410769434","23,64267966","218,5232024"
-484,"-3,5708","231,31","540,42","-6,23","-3,54","-1,03","0,03382680425","23,572075","235,5339961"
-483,"-4,0834","231,4","513,13","-7,06","-4,14","-1,36","0,03354829415","23,49556342","252,6682718"
-482,"-4,3543","227,62","505,57","-7,49","-4,52","-2,11","0,03328602102","23,41457448","269,8181145"
-481,"-4,9094","223,42","496,76","-7,83","-4,89","-2,43","0,03286552142","23,33071312","287,0291981"
-480,"-4,998","223,24","510,12","-8,18","-5,19","-2,4","0,03252159726","23,24568466","304,3161497"
-479,"-5,7761","219,48","506,35","-8,48","-5,41","-2,71","0,03212582108","23,16139596","321,5320128"
-478,"-5,1184","232,89","517,87","-8,92","-5,48","-2,9","0,03167186905","23,0796202","338,994946"
-477,"-4,0222","238,66","519,78","-9,28","-5,78","-2,94","0,03121474907","23,0026356","356,3396416"
-476,"-4,8005","235,71","506,84","-9,09","-5,91","-2,99","0,0307181416","22,93231796","13,72574435"
-475,"-6,0623","232,86","482,39","-9,02","-5,79","-2,73","0,03021644031","22,87075966","31,29631256"
-474,"-7,0041","234,34","461,85","-9,08","-5,87","-3,2","0,02968039943","22,81984752","48,73934964"
-473,"-5,652","241,65","445,71","-9,13","-5,92","-2,86","0,02905426361","22,78129994","66,32321162"
-472,"-4,0893","245,11","465,93","-8,95","-5,9","-2,75","0,02854989632","22,75649154","83,86927724"
-471,"-5,1234","242,57",482,"-9,43","-5,99","-3,06","0,02787650976","22,74664606","101,5449305"
-470,"-6,8127","229,51","464,43","-9,23","-6,06",-3,"0,02724550286","22,7523462","119,1251042"
-469,"-6,6652","216,42","437,73","-9,45","-6,12","-3,21","0,02665527919","22,77397989","136,7755658"
-468,"-8,2578","206,05","462,97","-9,44","-6,09","-2,9","0,02594921853","22,81130567","154,4372693"
-467,"-8,0418","204,55","488,55","-9,26","-5,98","-3,31","0,02531258326","22,86363282","172,121658"
-466,"-8,3406","203,59","453,58","-9,18","-5,83","-3,01","0,02460563987","22,92986564","189,6296848"
-465,"-8,4442","204,3","444,83","-8,92","-5,77","-2,98","0,02393784878","23,00859898","207,3237675"
-464,"-7,9065","206,67","455,66","-8,52","-5,74","-3,06","0,02323499151","23,09773825","224,9245564"
-463,"-7,6309","208,75","486,31","-8,9","-5,74","-3,25","0,02247806776","23,19524554","242,432362"
-462,"-7,3148","208,57","472,61","-9,08","-5,98","-3,37","0,02179623938","23,29860075","259,9928195"
-461,"-8,2445","201,13","457,07","-9,64","-6,28","-3,62","0,02107452201","23,40499753","277,5645977"
-460,"-8,4046","196,7","407,61","-9,43","-6,43","-3,59","0,02027484986","23,51175543","295,0690994"
-459,"-8,773","193,25","398,94","-8,92","-5,43","-2,77","0,01961027556","23,61589802","312,5749084"
-458,"-8,7897","190,86","404,07","-8,7","-5,44","-2,67","0,01884166301","23,71443603","330,0791401"
-457,"-8,8617","194,15","409,2","-8,51","-5,2","-2,64","0,01811016711","23,80473558","347,7256465"
-456,"-7,9989","198,61","412,31","-8,23","-5,14","-2,61","0,01737464602","23,8839877","5,150389337"
-455,"-7,0303","203,71","448,73","-7,92","-5,23","-2,63","0,01667409696","23,94958541","22,74185913"
-454,"-6,4881","208,07","483,55","-7,82","-4,99","-2,59","0,01594665534","23,99968133","40,59678226"
-453,"-7,4816","204,01","418,04","-7,59","-4,99","-2,55","0,01522893381","24,03237964","57,99148305"
-452,"-7,0417","196,39","399,56","-7,56","-4,87","-2,36","0,0145393063","24,04631785","76,03099205"
-451,"-7,6824","192,92","383,75","-7,59","-4,83","-2,57","0,0138723405","24,04094229","93,81671151"
-450,"-7,4526","195,22","381,22","-7,43","-4,96","-2,73","0,0131612544","24,01587085","111,8950978"
-449,"-7,3584","199,15","386,96","-7,48","-4,89","-2,57","0,01250731869","23,97121926","130,1601314"
-448,"-6,5379","202,18","413,34","-7,3","-4,76","-2,54","0,01189068434","23,90812565","148,421957"
-447,"-6,2303","204,86","498,02","-7,22","-4,81","-2,46","0,01122510553","23,82754014","167,33034"
-446,"-7,6202","201,75","458,41","-7,37","-4,79","-2,61","0,01064573386","23,73127064","186,1818744"
-445,"-7,45","201,55","415,26","-7,13","-4,43","-2,14","0,01004902632","23,62164957","205,2903558"
-444,"-7,5192","205,52","476,19","-7,01","-4,4","-2,04","0,009539394741","23,50105707","225,263135"
-443,"-8,0146","205,85","438,94","-7,11","-4,43","-2,21","0,009000600123","23,37244594","245,118265"
-442,"-8,3371","202,67","438,1","-7,22","-4,6","-2,22","0,008511994482","23,23949836","265,4897108"
-441,"-8,9536","200,83","410,4","-7,78","-4,89","-2,56","0,00815502487","23,10536911","286,5956814"
-440,"-9,079","199,63","404,25","-7,91","-5,07","-2,68","0,007711142811","22,97411533","307,8836685"
-439,"-9,1653","200,46","396,44","-8,21","-5,14","-2,73","0,007413317297","22,84982091","329,8595965"
-438,"-9,3678","201,79","393,67","-8,2","-5,19","-2,73","0,007170365896","22,7359427","351,8567265"
-437,"-9,4375","201,35","389,49","-8,06","-5,04","-2,72","0,006968358987","22,63631015","14,72992931"
-436,"-8,684","201,7","383,39","-8,02","-4,94","-2,32","0,00684930286","22,55435554","37,7873149"
-435,"-8,4766","200,53",381,"-7,21","-4,76","-2,38","0,006779631457","22,49246532","60,25368201"
-434,"-8,5547","205,42","382,09","-7,6","-4,55","-2,11","0,006846127359","22,4530433","83,88508058"
-433,"-8,3268","208,94","391,82","-7,36","-4,59","-2,41","0,006910200499","22,43751024","106,4241321"
-432,"-8,19","208,66","389,22","-6,97","-4,36","-2,16","0,007052220482","22,44620762","129,2523749"
-431,"-8,1518","212,33","389,59",-7,"-4,36","-1,97","0,007277082568","22,47920997","151,4381411"
-430,"-7,265","225,56","380,27","-6,92","-4,1","-2,03","0,007545203109","22,53558799","173,2785101"
-429,"-6,2391","219,79","430,8","-6,41","-3,96","-1,76","0,007805196816","22,61344509","195,281036"
-428,"-4,6419","235,63","426,67","-6,03","-3,64","-1,36","0,008154132937","22,71075386","215,8570197"
-427,"-2,888","249,82","463,95","-5,93","-3,39","-1,26","0,00851098872","22,82471957","236,8171796"
-426,"-2,039","255,17","460,33","-5,51","-3,12","-1,11","0,008910230927","22,95179499","257,3092838"
-425,"-0,2478","270,48","570,29","-5,31","-2,5","-0,4","0,009266702352","23,08880597","277,0509427"
-424,"-2,2105","267,95","611,29","-4,64","-1,85","0,76","0,009707460424","23,2319967","296,7306647"
-423,"-2,0739","269,69","661,16","-4,26","-1,47","0,81","0,01013896849","23,37738961","316,085173"
-422,"-1,7845","266,68","687,16","-3,62","-1,23","1,22","0,01051409659","23,52147242","335,0348536"
-421,"-0,7424","270,82","700,68","-3,21","-0,77","1,53","0,01096403626","23,66060835","353,8909561"
-420,"-0,5837","272,12","681,13","-2,84","-0,49","1,55","0,01137429981","23,79117274","12,18796045"
-419,"-0,2836","273,93","657,31","-2,46","-0,32","1,71","0,01177146992","23,91041997","30,89540991"
-418,"0,3084","273,35","645,13","-2,11","-0,15","2,15","0,01216527307","24,0153445","48,79901767"
-417,"0,7526","273,07","633,84","-2,16","-0,07","2,06","0,01255673082","24,10366172","66,82305386"
-416,"0,205","273,61","622,56",-2,"-0,04","1,92","0,01293698443","24,17378005","84,88790078"
-415,"0,1464","271,84","644,32","-1,96","0,06","2,24","0,01329468735","24,22418457","102,5629697"
-414,"0,3012","265,24","695,59",-2,"0,15","2,33","0,01358982706","24,25397099","120,3281555"
-413,"0,6413","274,51","656,41","-1,89","0,32","2,39","0,01400042876","24,26323733","137,9155831"
-412,"0,4962","279,27","710,35","-1,86","0,45","2,58","0,01424249558","24,25177998","155,6212745"
-411,"1,4633","283,43","696,77","-1,79","0,39","2,4","0,01453669798","24,22038898","173,1837913"
-410,"1,571","280,62","710,89","-1,58","0,52","2,81","0,01483621711","24,17008422","190,5819184"
-409,"2,1912","279,49","713,48","-1,44","0,57","2,66","0,01505612091","24,10210555","208,3206863"
-408,"2,4569","284,94","684,18","-1,74","0,54","3,05","0,0152789839","24,0180606","225,8538895"
-407,"2,9453","284,83","713,82","-1,78","0,34","2,66","0,01547981275","23,9199257","243,188831"
-406,"2,6066","279,83","706,38","-2,03","0,33","2,52","0,01566397641","23,80966428","261,0683359"
-405,"2,0244","280,45","662,95","-2,02","0,3","2,49","0,0157949314","23,68975679","278,4942796"
-404,"1,8778","276,4","666,8","-2,17","0,01","2,55","0,01589944727","23,56271834","296,1854892"
-403,"2,4039","275,85","646,59","-2,39","0,01","2,43","0,0160068661","23,43102195","313,9068656"
-402,"1,5792","283,1","642,93","-2,47","-0,17","2,03","0,01605923169","23,29774653","331,5737638"
-401,"0,9069","283,17","627,94","-3,12","-0,63","1,74","0,01603972314","23,16575925","349,5516688"
-400,"0,5621","279,27",607,"-3,21","-0,88","1,52","0,0160674522","23,03773976","7,209963064"
-399,"0,4529","276,75","593,71","-3,46","-1,08","1,24","0,0160025062","22,91657594","25,30668681"
-398,"-0,2109","275,92","606,93","-3,53","-1,21","0,97","0,01590608688","22,80494604","43,37220952"
-397,"-0,4363","271,5","593,04","-3,72","-1,43","0,92","0,01581021601","22,70479736","61,32445636"
-396,"-1,2977","267,07","595,02","-4,18","-1,87","0,54","0,01563308285","22,61826055","79,56845994"
-395,"-2,1474","262,65","587,55","-4,3",-2,"0,39","0,01549795386","22,54696115","97,85501497"
-394,"-2,4468","268,06","554,73","-4,68","-2,24","0,25","0,01521101072","22,49192897","116,0790047"
-393,"-3,4031","265,71","489,76","-5,51","-2,69","-0,35","0,01501301391","22,45407229","134,4253326"
-392,"-4,5722","265,21","488,76","-5,84","-3,11","-0,59","0,01474598319","22,43414882","152,9190344"
-391,"-4,7232","258,86","505,19","-5,81","-3,15","-0,56","0,01438329187","22,4320284","171,316805"
-390,"-5,9063","250,55","552,09","-6,12","-3,23","-0,66","0,01409028478","22,44797342","189,8347617"
-389,"-6,3696","252,66","468,68","-6,07","-3,36","-0,54","0,01371725726","22,48154745","208,2532041"
-388,"-5,3606","255,33","459,1","-6,46","-3,41","-0,83","0,01329930702","22,53210739","227,0679177"
-387,"-3,9371","257,41","564,51","-6,37","-3,61","-1,29","0,0128929648","22,59873789","245,4065642"
-386,"-4,3122","260,24","593,12","-6,76","-3,88","-1,4","0,01241430578","22,68024753","264,0686649"
-385,"-4,6873","261,61","558,77","-6,64","-3,97","-1,53","0,01194806704","22,77483989","282,8379794"
-384,"-5,9963","254,58","548,41","-6,5","-3,87","-1,73","0,01140325218","22,88084095","301,4759937"
-383,"-5,109","247,98","504,71","-6,66","-4,07","-1,7","0,01082454061","22,9961517","320,2360784"
-382,"-4,0121","246,24","599,94","-6,7","-4,27","-1,81","0,0103194012","23,11832662","339,2671309"
-381,"-4,9635","246,09","544,98","-6,74","-4,28","-2,09","0,009630265113","23,24507703","358,4052547"
-380,"-4,9465","240,73","518,62","-7,07","-4,44","-2,17","0,009048823593","23,37399813","17,7626674"
-379,"-5,8818","239,49","490,54","-7,13","-4,55","-2,18","0,00842494561","23,50232424","37,21318576"
-378,"-6,2716","239,18","461,47","-7,33","-4,59","-2,45","0,007765744256","23,62790107","57,60416733"
-377,"-6,6275","230,68","443,59","-7,4","-4,67","-2,45","0,007123678024","23,74841418","78,13759467"
-376,"-7,2364","227,38","431,87","-7,6","-4,88","-2,53","0,006493822793","23,86145468","99,03065895"
-375,"-7,717","228,04",426,"-7,96","-5,11","-2,7","0,005903714738","23,96500928","121,8643489"
-374,"-6,6778","228,7","445,88","-8,02","-5,33","-2,95","0,005334285438","24,0572706","144,932257"
-373,"-5,4389","229,37","523,41","-8,14","-5,35","-3,09","0,004816116601","24,13610981","170,1861679"
-372,"-6,3476","227,52","510,81","-8,08","-5,29","-2,81","0,004480094743","24,19989488","196,5077814"
-371,"-6,4271","224,06","494,58","-7,94","-5,25","-2,82","0,004219429048","24,24731032","225,0966617"
-370,"-6,876","218,04","516,57","-8,05","-5,41","-3,04","0,004155048319","24,27658483","254,4060579"
-369,"-7,7704","210,55","431,84","-8,61","-5,64","-2,92","0,004297704467","24,28689406","282,9891179"
-368,"-7,3861","201,24","426,37","-8,71","-5,76","-3,4","0,004591517696","24,27739484","311,3787657"
-367,"-7,5816","200,96","417,72","-8,75","-5,85","-3,43","0,005100121379","24,24749463","337,5357081"
-366,"-7,5642","202,26","430,41",-9,"-6,08","-3,56","0,005604140044","24,19737278","2,604680506"
-365,"-7,9704","203,81","420,02","-8,97","-6,17","-3,69","0,006289573724","24,12761206","25,44848009"
-364,"-7,2357","205,35","433,38","-9,06","-6,07","-3,55","0,007047118254","24,03888482","47,57839946"
-363,"-6,2743","205,49","483,14","-8,96","-6,03","-3,69","0,00776640962","23,93313291","69,16747438"
-362,"-7,51","203,39","457,3","-8,73","-5,84","-3,59","0,008606779606","23,81218041","89,20985191"
-361,"-7,9185","201,29","418,43","-8,45","-5,7","-3,46","0,009421275936","23,67830397","109,2463302"
-360,"-8,4346","194,64","447,36","-7,85","-5,43","-3,24","0,01031507406","23,53454825","128,888515"
-359,"-8,5484","187,78","417,68","-7,9","-5,46","-3,4","0,01116040497","23,38413057","147,9330117"
-358,"-8,9545","185,92","428,21","-8,02","-5,46","-3,16","0,01203125162","23,23013178","166,9017332"
-357,"-8,7624","186,08","430,78","-8,03","-5,51","-3,32","0,01298722233","23,07654311","185,6141386"
-356,"-8,8093","189,98","407,82","-8,02","-5,52","-3,43","0,01380213456","22,92703482","204,2366637"
-355,"-8,8303","194,62","403,92","-8,19","-5,59","-3,25","0,01472334746","22,78542505","222,7561416"
-354,"-7,6308","199,97","397,48","-8,24","-5,57","-3,41","0,01560147475","22,65576536","241,0004853"
-353,"-7,6022","205,32","401,92","-8,22","-5,55","-3,44","0,01646937422","22,54168919","259,5216082"
-352,"-7,7688","209,24","401,37","-8,19","-5,67","-3,48","0,0173268487","22,44664009","277,7755096"
-351,"-7,83","209,39","408,73","-8,15","-5,59","-3,21","0,0181613411","22,37393173","295,8752413"
-350,"-7,3302","214,48","395,08","-8,2","-5,5","-3,17","0,01902341659","22,32586154","314,2792518"
-349,"-6,6505","218,63",457,"-8,14","-5,45","-3,17","0,01983391736","22,30412052","332,2626289"
-348,"-8,5716",221,"411,3","-8,05","-5,39","-3,08","0,02059766146","22,3100607","350,4197411"
-347,"-8,4726","220,65","408,1","-8,14","-5,27","-2,93","0,02144535398","22,34331054","8,354664953"
-346,"-8,5226","220,31","389,69","-7,83","-5,23","-2,87","0,0221817692","22,40301035","26,35681329"
-345,"-8,5306","214,93","371,57","-7,98",-5,"-2,6","0,02290554603","22,48773163","44,17201226"
-344,"-8,674","209,18","373,55","-7,58","-4,73","-2,14","0,02369240006","22,59459369","61,86540549"
-343,"-9,0934","204,88","368,88","-7,29","-4,21","-1,93","0,02435912095","22,72036543","79,54423519"
-342,"-9,1481","205,15","390,14","-6,52","-3,63","-1,04","0,02508584465","22,86162963","97,07930886"
-341,"-8,8841","202,52","417,39","-6,31","-3,12","-0,37","0,02572726884","23,01380447","114,3918636"
-340,"-6,9862","220,15","451,84","-4,99","-2,44","-0,03","0,02639731254","23,17276041","131,722788"
-339,"-5,5898","247,62","460,26","-4,81","-2,06","0,71","0,02703886037","23,33412453","148,8818964"
-338,"-4,0751","239,28","457,85","-4,36","-1,8","0,54","0,02760579274","23,49322007","165,8865025"
-337,"-2,884","237,37","492,29","-3,59","-1,32","0,9","0,02821462092","23,64590575","182,8001303"
-336,"-1,135","241,67","527,2","-2,89","-0,79","1,34","0,02881110566","23,78834625","199,6359644"
-335,"1,3604","263,58","581,39","-2,5","-0,31","1,86","0,02926974569","23,91649189","216,3640507"
-334,"3,617","283,67","619,67","-2,12","0,11","2,31","0,02985791644","24,02748072","232,9405904"
-333,"3,19",295,"788,97","-1,85","0,31","2,6","0,03033323945","24,11856028","249,5191513"
-332,"1,0405","283,5","713,56","-1,78","0,39","2,52","0,03079466285","24,18734197","266,0395117"
-331,"-0,1694","272,79","636,74","-1,79","0,25","2,33","0,03125121113","24,23250199","282,432867"
-330,"0,8249","269,8","648,32","-1,88","0,24","2,48","0,03169144486","24,25318395","298,7861623"
-329,"0,4142","268,83","649,52","-2,1","0,14","2,45","0,03210937611","24,24880055","315,2976158"
-328,"0,7557","273,98","658,08","-1,92","0,19","2,4","0,0324773054","24,22010005","331,4987755"
-327,"0,601","270,18","643,33","-2,13","0,17","2,19","0,03286833015","24,16797614","347,9298201"
-326,"0,9472","264,98","633,68","-2,32","-0,02","2,2","0,0332414781","24,0940167","4,289848939"
-325,"-0,1837","266,11","617,06","-2,48","-0,28","1,83","0,03355434301","24,00071673","20,63092364"
-324,"-0,5421","260,43","573,24","-2,75","-0,5","1,64","0,03386744436","23,89070872","37,08616576"
-323,"-1,189","260,37","542,56","-3,04","-0,66","1,55","0,03421227369","23,76700434","53,45876924"
-322,"-2,1324","257,13","526,37","-3,58","-0,99","1,24","0,03444742577","23,63349369","70,01808953"
-321,"-3,0621","252,3","520,25","-3,71","-1,22","1,02","0,03473291043","23,49370913","86,52922572"
-320,"-3,8669","251,89",490,"-3,77","-1,44","0,71","0,03497906629","23,35151443","103,0505383"
-319,"-4,4147","244,13","478,74","-3,79","-1,61","0,53","0,03520248393","23,21114707","119,8059033"
-318,"-3,7169","241,4","478,49","-4,07","-1,72","0,39","0,03541522751","23,07620598","136,4368453"
-317,"-3,1888","250,81","467,43","-4,2","-1,79","0,17","0,03557862941","22,95051433","153,1422142"
-316,"-1,6395","264,38","622,38","-4,1","-1,83","0,15","0,03580584822","22,83766023","170,0350758"
-315,"-2,7125","255,16","608,84","-4,07","-1,95","0,15","0,03590548324","22,74063176","186,7917658"
-314,"-3,5866","255,69","555,95","-4,32","-2,08","-0,02","0,03604309296","22,66195653","203,6849755"
-313,"-4,1152","246,16","542,02","-4,69","-2,17","-0,05","0,03619144465","22,60385769","220,5634066"
-312,"-4,9591","239,47","515,73","-4,62","-2,24","-0,05","0,03625732033","22,56733544","237,4514504"
-311,"-5,2648","237,73","471,05","-4,63","-2,2","-0,21","0,03631765099","22,55316931","254,4085218"
-310,"-5,6403","231,69","460,69","-4,74","-2,37","-0,39","0,03640880687","22,56118858","271,1717621"
-309,"-5,3639","227,16","487,74","-4,87","-2,51","-0,49","0,03640985817","22,59032485","288,1604931"
-308,"-6,2908","226,61","469,76","-4,93","-2,62","-0,55","0,03643853427","22,63913857","304,9274266"
-307,"-7,46","235,72","480,04","-5,07","-2,74","-0,79","0,03641805949","22,70570965","321,6968959"
-306,"-5,2899","247,13","449,04","-5,25","-2,91","-0,89","0,03640017621","22,78722281","338,4599678"
-305,"-4,9789","249,99","497,35","-5,51","-3,22","-1,25","0,03637827952","22,88111007","355,1463234"
-304,"-5,3436","240,58","485,13","-5,64","-3,29","-1,46","0,0362405531","22,98431753","11,71541279"
-303,"-6,0412","239,2","463,04","-5,78","-3,56","-1,56","0,036233435","23,09377656","28,27240035"
-302,"-7,0409","236,96",453,"-6,11","-3,66","-1,83","0,03608944331","23,2064729","44,75717394"
-301,"-6,5516","237,75","469,01","-6,05","-3,8","-1,94","0,03593126988","23,3195551","61,15323356"
-300,"-5,891","233,27","511,01","-6,08","-3,84","-1,96","0,03582822832","23,43002817","77,43013663"
-299,"-6,5405","226,34","518,46","-6,27","-3,96","-2,02","0,0356198314","23,53549386","93,72999701"
-298,"-7,7158","217,8","472,5","-6,29","-4,12","-2,28","0,03539533223","23,63343284","109,9131362"
-297,"-7,0306","215,25","491,64","-6,63","-4,27","-2,34","0,03519340742","23,72182641","125,9987674"
-296,"-5,3873","213,24","576,99","-6,65","-4,39","-2,3","0,03489118464","23,79904349","142,0808315"
-295,"-7,6565","212,83","516,77","-6,75","-4,49","-2,51","0,03464468017","23,86359127","158,1351149"
-294,"-6,9075","208,38","514,58","-6,77","-4,45","-2,43","0,03426903508","23,9144583","174,0534725"
-293,"-6,6624","206,14","455,72","-6,41","-4,12","-2,07","0,03395658564","23,95106905","189,9871711"
-292,"-5,9498","211,31","448,81","-6,31","-3,8","-1,8","0,03358254766","23,97306011","205,9299209"
-291,"-5,1035",219,"469,11","-5,95","-3,6","-1,51","0,03315037566","23,98042554","221,727497"
-290,"-3,938","234,59","536,19","-5,6","-3,37","-1,13","0,03273059589","23,9734894","237,6138968"
-289,"-5,122","232,56","531,07","-5,31",-3,-1,"0,03230038723","23,95267433","253,3345482"
-288,"-4,6082","230,8","518,05","-4,93","-2,61","-0,72","0,03177457713","23,9186622","269,2142564"
-287,"-5,1876","231,2","513,56",-5,"-2,52","-0,63","0,03128007535","23,87227281","284,8751186"
-286,"-5,4027","226,67","491,47","-4,85","-2,59","-0,71","0,0307710276","23,81447334","300,5768499"
-285,"-5,7673","228,79","461,15","-5,12","-2,83","-0,56","0,03019063901","23,74620475","316,383566"
-284,"-6,0835","230,86","507,38","-5,67","-3,16","-1,1","0,02963710755","23,66880651","331,9335892"
-283,"-6,2909","228,36","458,42","-5,97","-3,63","-1,67","0,02904277458","23,58334598","347,5424143"
-282,"-6,7574","224,61","464,58","-6,26","-3,99","-1,92","0,02847596334","23,49137228","3,236066571"
-281,"-6,8091","219,42","458,34","-6,46","-4,21","-2,13","0,02783359649","23,39429576","18,64932427"
-280,"-7,0209","214,08","458,1","-6,53","-4,41","-2,39","0,02723340563","23,29390277","34,16568001"
-279,"-8,0656","208,86","429,34","-6,79","-4,52","-2,49","0,02665793434","23,19191685","49,58246709"
-278,"-8,044","203,69","454,21","-7,01","-4,55","-2,57","0,02600337924","23,09053422","64,85813579"
-277,"-9,0034","199,06","455,55","-6,93","-4,58","-2,69","0,02540703647","22,99168998","80,16746155"
-276,"-8,0671","194,94","488,87","-7,21","-4,79","-2,71","0,024845374","22,89762988","95,14376677"
-275,"-8,6547","196,94","470,11","-7,45","-5,04","-3,11","0,02423398652","22,8105558","110,2860944"
-274,"-9,101","194,04","466,56","-7,56","-5,19","-3,18","0,0236661442","22,73257052","125,1012105"
-273,"-9,3143","192,81","460,64","-7,7","-5,2","-3,27","0,02316311111","22,66560296","139,7187942"
